HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.title,Input.keyword1,Input.keyword2,Input.keyword3,Input.mood,Input.first_line,Input.line1,Input.line2,Input.line3,Answer.line1,Answer.line2,Answer.line3,Answer.line4,Approve,Reject
3EHVO81VN5UO8NLARROEUK7A64KH1V,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:45 PDT 2019,,,3OJSZ2ATDT5SQ0EB589GUHRK90X75U,A3AMWXC97LP0WQ,Submitted,Sun May 05 09:21:45 PDT 2019,Sun May 05 09:33:31 PDT 2019,Sun May 12 09:33:31 PDT 2019,,,,706,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),bird,worm,early,Funny,"Oh, if you’re a bird, be an early bird","if a worm, it is best to sleep in I heard",If you wake really early.,You may be taken by the squirrely.,And If you worm wake late.,In darkness the bird won't see you well.,Early in the night you'll find something to ate.,But be careful or you may fall in the well.,,
3EHVO81VN5UO8NLARROEUK7A64KH1V,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:45 PDT 2019,,,3TEM0PF1Q669C2TKZF6QDE5PE4N0DV,ARR2DFJ5ARX3I,Submitted,Sun May 05 15:26:36 PDT 2019,Sun May 05 15:29:22 PDT 2019,Sun May 12 15:29:22 PDT 2019,,,,166,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),bird,worm,early,Funny,"Oh, if you’re a bird, be an early bird","if a worm, it is best to sleep in I heard",If you wake really early.,You may be taken by the squirrely.,so don't squirm,take my word,find a worm,"be early, bird",,
35ZRNT9RUI7UA7LCI8XN2MJ8GAC3OX,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,3137ONMDKHEBFCI59C6D4OAQLW2EGS,A1CKLUXKT9OE0L,Submitted,Sun May 05 13:27:20 PDT 2019,Sun May 05 13:28:52 PDT 2019,Sun May 12 13:28:52 PDT 2019,,,,92,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),bird,worm,early,Funny,"Oh, if you’re a bird, be an early bird",If you're a worm watch out in the morning!,"The birds will eat you, they keep their word",Stay underground because you will not get a warning.,Funny I can be,Funny what you made me,To the end and from the beinging,Funny people all around me.,,
35ZRNT9RUI7UA7LCI8XN2MJ8GAC3OX,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,3907X2AHF1EPX9ZOJB1ZWWFTPNA2PZ,AGJ06A1ERSWNC,Submitted,Sun May 05 23:30:51 PDT 2019,Sun May 05 23:35:09 PDT 2019,Sun May 12 23:35:09 PDT 2019,,,,258,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),bird,worm,early,Funny,"Oh, if you’re a bird, be an early bird",If you're a worm watch out in the morning!,"The birds will eat you, they keep their word",Stay underground because you will not get a warning.,but if you use your brain,and pay attention to the song you heard,you might be able to make a change,and be the early worm catching the bird,,
35ZRNT9RUI7UA7LCI8XN2MJ8GAC3OX,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,3OS46CRSLG8QKUFLSPM1S1LNRJ96V7,A3FOQKH42DTA0U,Submitted,Mon May 06 08:36:25 PDT 2019,Mon May 06 08:38:22 PDT 2019,Mon May 13 08:38:22 PDT 2019,,,,117,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),bird,worm,early,Funny,"Oh, if you’re a bird, be an early bird",If you're a worm watch out in the morning!,"The birds will eat you, they keep their word",Stay underground because you will not get a warning.,The land I see,Is but you and me,If only we could be,What they told me to see,,
301KG0KX9CUVX836AVOSZ3HFYAYH2C,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,31Q0U3WYDQOT2IDS4L74RRE3XLL171,A1GEAO2U4ZR253,Submitted,Sun May 05 14:28:29 PDT 2019,Sun May 05 14:35:16 PDT 2019,Sun May 12 14:35:16 PDT 2019,,,,407,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),bird,worm,early,Funny,"Oh, if you’re a bird, be an early bird",And catch the worm for your breakfast plate.,"If you’re a bird, be an early early bird","But if you’re a worm, sleep late","Love, they say it's beautiful, it just might be",up until the point the person you love hurts you.,"Then, you're like why did I fall for that trick called love?",I should've just minded my business,,
301KG0KX9CUVX836AVOSZ3HFYAYH2C,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,35BLDD71I76S84ZWUUJCPZEIWN5ZVQ,A2FT5AL8MFD4BB,Submitted,Mon May 06 08:32:22 PDT 2019,Mon May 06 08:36:55 PDT 2019,Mon May 13 08:36:55 PDT 2019,,,,273,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),bird,worm,early,Funny,"Oh, if you’re a bird, be an early bird",And catch the worm for your breakfast plate.,"If you’re a bird, be an early early bird","But if you’re a worm, sleep late",For a bird it must be clever,to catch the worm and be fed,so wake early or wake never,(but worms: just stay in bed),,
301KG0KX9CUVX836AVOSZ3HFYAYH2C,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,39RP059MEI2D0J27AO2IGLO2ENCMBN,A3J3IXX1UONTRO,Submitted,Sun May 05 21:25:03 PDT 2019,Sun May 05 21:30:27 PDT 2019,Sun May 12 21:30:27 PDT 2019,,,,324,0% (0/0),0% (0/0),0% (0/0),EARLY BIRD (Where the Sidewalk Ends),bird,worm,early,Funny,"Oh, if you’re a bird, be an early bird",And catch the worm for your breakfast plate.,"If you’re a bird, be an early early bird","But if you’re a worm, sleep late","If you're a worm, be a lazy one",And don't poke your snout above ground,Until the early bird has gone,Saying that you are nowhere to be found,,
3O0M2G5VC6BCLG0AGXJOF1GPZBM94A,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:46 PDT 2019,,,34BBWHLWHBKJS3ARK00MB6U67DZIW4,A1CKLUXKT9OE0L,Submitted,Sun May 05 13:24:32 PDT 2019,Sun May 05 13:25:58 PDT 2019,Sun May 12 13:25:58 PDT 2019,,,,86,0% (0/0),0% (0/0),0% (0/0),JAKE SAYS (Every Thing On It),adopted,kids,chose,Happy,"Yes, I'm adopted.",I like to meet new girls and boys,I didnt choose to be opted,but Im happy i can see new faces and toys,"Happy one must be,","It's your key to sanity,","Living for the beings only to see,",Your happiness isn't free,,
3O0M2G5VC6BCLG0AGXJOF1GPZBM94A,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:46 PDT 2019,,,3ZR9AIQJUCIWC6AR645XAABJ1RW04K,A3RR05G0TEDY27,Submitted,Sun May 05 15:51:20 PDT 2019,Sun May 05 15:56:59 PDT 2019,Sun May 12 15:56:59 PDT 2019,,,,339,0% (0/0),0% (0/0),0% (0/0),JAKE SAYS (Every Thing On It),adopted,kids,chose,Happy,"Yes, I'm adopted.",I like to meet new girls and boys,I didnt choose to be opted,but Im happy i can see new faces and toys,"I was adopted, born in Seoul",My brother was born there too,"I had no choice, there was no poll",But I'm happy and its true,,
3XT3KXP24Z7JB4XR3FIGPSZ6ESF6IB,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,32N49TQG3HRR7WROI23D86N9O44AVB,A2IMGOMY783QJ5,Submitted,Mon May 06 15:19:59 PDT 2019,Mon May 06 15:26:20 PDT 2019,Mon May 13 15:26:20 PDT 2019,,,,381,0% (0/0),0% (0/0),0% (0/0),JAKE SAYS (Every Thing On It),adopted,kids,chose,Happy,"Yes, I'm adopted.",A second chance for kids like me.,A new family I've co-opted,And now I am very happy.,A bright future lies ahead,They've added me to their family tree,I have a place to lay my head,And people who truly love me,,
3XT3KXP24Z7JB4XR3FIGPSZ6ESF6IB,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,3P4RDNWND6FXMJASD1H7MG0Y5FHJIX,ABULTIU20G1NA,Submitted,Sat May 04 21:22:31 PDT 2019,Sat May 04 21:25:15 PDT 2019,Sat May 11 21:25:15 PDT 2019,,,,164,0% (0/0),0% (0/0),0% (0/0),JAKE SAYS (Every Thing On It),adopted,kids,chose,Happy,"Yes, I'm adopted.",A second chance for kids like me.,A new family I've co-opted,And now I am very happy.,A full home,Unbounded love,my joy could fill the super dome,I could sing like a dove,,
3XT3KXP24Z7JB4XR3FIGPSZ6ESF6IB,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,3Y4W8Q93L0TP53U02CUFY7VF8YOVD2,A27RVVHK9M81ST,Submitted,Sun May 05 08:08:44 PDT 2019,Sun May 05 08:16:53 PDT 2019,Sun May 12 08:16:53 PDT 2019,,,,489,0% (0/0),0% (0/0),0% (0/0),JAKE SAYS (Every Thing On It),adopted,kids,chose,Happy,"Yes, I'm adopted.",A second chance for kids like me.,A new family I've co-opted,And now I am very happy.,"Now I have a family,","Sister, brother, Mom and Dad,","And now you see,",I am no longer sad.,,
3MDWE879UHBW6FLJVCTBNFMV933B9I,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:46 PDT 2019,,,3IX2EGZR7CSAFIDB3OBG081PSJHJRY,A1LXV0C5V4RMSC,Submitted,Mon May 06 08:43:13 PDT 2019,Mon May 06 08:45:35 PDT 2019,Mon May 13 08:45:35 PDT 2019,,,,142,0% (0/0),0% (0/0),0% (0/0),JAKE SAYS (Every Thing On It),adopted,kids,chose,Happy,"Yes, I'm adopted.",Many other kids are too.,"Yes, I'm adopted, my family chose me specifically,",Just because they wanted to.,"Yes, I'm adopted and I don't mind","Out of so many kids, they chose me",A better family would be hard to find,There's not place else I'd rather be,,
3MDWE879UHBW6FLJVCTBNFMV933B9I,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:46 PDT 2019,,,3QFUFYSY9ZON9APH9MOIDHYN7WU4F7,A2ERVNIRJB4SCB,Submitted,Mon May 06 02:54:11 PDT 2019,Mon May 06 02:57:31 PDT 2019,Mon May 13 02:57:31 PDT 2019,,,,200,0% (0/0),0% (0/0),0% (0/0),JAKE SAYS (Every Thing On It),adopted,kids,chose,Happy,"Yes, I'm adopted.",Many other kids are too.,"Yes, I'm adopted, my family chose me specifically,",Just because they wanted to.,Look at these adopted kids,I've chosen them because I'm destined,Our family wants to preserve its bids,Now my chose kids are clandestine,,
3TD33TP5DLBABYVONI7BJAXFFLLBAX,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:46 PDT 2019,,,3A1PQ49WVIQQV7J4HUTGI43XBUHH1V,A1449WUEW6J37R,Submitted,Mon May 06 11:52:04 PDT 2019,Mon May 06 11:54:41 PDT 2019,Mon May 13 11:54:41 PDT 2019,,,,157,0% (0/0),0% (0/0),0% (0/0),COLORS (Where the Sidewalk Ends),skin,hair,color,Neutral,My skin is kind of sort of brownish,My springy hair is red and curly,But I'm saved from looking clownish,"Because my teeth are lovely, white and pearly",I really wish my hair would straighten,I try all the time,But I think the deal I made with Satan,shows my hair is punishment for my crime,,
3GS542CVJVWUHZ4AU22YKTM3Z7H95F,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,3M1CVSFP61EZ2OV7W3932JO16BCAQ1,A2TJB4HNOC0AWF,Submitted,Mon May 06 14:18:56 PDT 2019,Mon May 06 14:26:21 PDT 2019,Mon May 13 14:26:21 PDT 2019,,,,445,0% (0/0),0% (0/0),0% (0/0),COLORS (Where the Sidewalk Ends),skin,hair,color,Neutral,My skin is kind of sort of brownish,my skin is too,the colour of my hair is clownish,even my friends call me winnie the pooh,My hair is blondish red,The summer sun has deepened my tan,I rest comfortably in my bed,Hypnotized by the whirling fan,,
3GS542CVJVWUHZ4AU22YKTM3Z7H95F,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,3O6CYIULEEAO1U5REHP0U9IH17UUWU,A185LW99YQH1C5,Submitted,Sun May 05 01:22:04 PDT 2019,Sun May 05 01:23:53 PDT 2019,Sun May 12 01:23:53 PDT 2019,,,,109,0% (0/0),0% (0/0),0% (0/0),COLORS (Where the Sidewalk Ends),skin,hair,color,Neutral,My skin is kind of sort of brownish,my skin is too,the colour of my hair is clownish,even my friends call me winnie the pooh,The ground it calls me kin sometimes,brown birds croon at my hair,But here's my little secret friends,I dream of being fair,,
3GS542CVJVWUHZ4AU22YKTM3Z7H95F,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,3QL2OFSM97R2S6FD0PDD4KJK129CNF,A2JXQVVTI8EDJG,Submitted,Mon May 06 11:08:12 PDT 2019,Mon May 06 11:15:52 PDT 2019,Mon May 13 11:15:52 PDT 2019,,,,460,0% (0/0),0% (0/0),0% (0/0),COLORS (Where the Sidewalk Ends),skin,hair,color,Neutral,My skin is kind of sort of brownish,my skin is too,the colour of my hair is clownish,even my friends call me winnie the pooh,The first stanza was written without flair,As if written by a child of two,Winnie the Pooh does not have clownish hair,Is your fur's color yellow too?,,
3N7PQ0KLI5Y8YG8NOUURXAPUC86E34,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:47 PDT 2019,,,35USIKEBNSPDCP6CQY0AIKRA5F9N67,A2YQ2RNOK49TY0,Submitted,Mon May 06 04:52:55 PDT 2019,Mon May 06 04:55:40 PDT 2019,Mon May 13 04:55:40 PDT 2019,,,,165,0% (0/0),0% (0/0),0% (0/0),MAGIC (Where the Sidewalk Ends),magic,troll,leprechaun,Happy,"Sandra’s seen a leprechaun,",she loves to see magic,she then saw a troll with a horn,and she looked erratic,The leprechaun jumped high,off the end of the edge of the storm with a troll,into a pool of magic,called a rainbow,,
3N7PQ0KLI5Y8YG8NOUURXAPUC86E34,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:47 PDT 2019,,,3S3AMIZX3VET6UO0BVZA8F7QNSBCDP,A1GY6XMHLCXX54,Submitted,Sun May 05 13:41:09 PDT 2019,Sun May 05 13:48:48 PDT 2019,Sun May 12 13:48:48 PDT 2019,,,,459,0% (0/0),0% (0/0),0% (0/0),MAGIC (Where the Sidewalk Ends),magic,troll,leprechaun,Happy,"Sandra’s seen a leprechaun,",she loves to see magic,she then saw a troll with a horn,and she looked erratic,She photographs unicorns,(Sandra's a fanatic),but she still can't find the gnome,'cuz he's camouflagic,,
3HXK2V1N4KOHXC8VQP6AE35EJAL2GY,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,32SVAV9L3GI7VNP5YSX7PBVQWJH3AA,A3H00OLEFL10HI,Submitted,Mon May 06 13:11:49 PDT 2019,Mon May 06 13:20:04 PDT 2019,Mon May 13 13:20:04 PDT 2019,,,,495,0% (0/0),0% (0/0),0% (0/0),MAGIC (Where the Sidewalk Ends),magic,troll,leprechaun,Happy,"Sandra’s seen a leprechaun,",it was short and fat,hey little girl have you seen my pot of gold,o,running along with fawn,down the hill they all roll,what magic will dawn,when Sandra meets the jolly old troll,,
3HXK2V1N4KOHXC8VQP6AE35EJAL2GY,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,33M4IA01QHABA2I0KSQHRH943G3XR5,A1S25NBTJQC64E,Submitted,Mon May 06 05:29:29 PDT 2019,Mon May 06 05:32:32 PDT 2019,Mon May 13 05:32:32 PDT 2019,,,,183,0% (0/0),0% (0/0),0% (0/0),MAGIC (Where the Sidewalk Ends),magic,troll,leprechaun,Happy,"Sandra’s seen a leprechaun,",it was short and fat,hey little girl have you seen my pot of gold,o,"""No"" Sandra said to the leprechaun","""I have not seen your pot of gold",And even if I did see it,"I would run far away with it!""",,
3HXK2V1N4KOHXC8VQP6AE35EJAL2GY,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,3OVHNO1VE7A6ENZA39JIJD8BWB7DZ1,ARR2DFJ5ARX3I,Submitted,Sun May 05 15:43:23 PDT 2019,Sun May 05 15:46:29 PDT 2019,Sun May 12 15:46:29 PDT 2019,,,,186,0% (0/0),0% (0/0),0% (0/0),MAGIC (Where the Sidewalk Ends),magic,troll,leprechaun,Happy,"Sandra’s seen a leprechaun,",it was short and fat,hey little girl have you seen my pot of gold,o,hey leprechaun old boy,use your strong magic,the troll gave me a toy,failing will be tragic,,
38DCH97KHHB8GX0H06HE7YVXR8GJQX,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:47 PDT 2019,,,378XPAWRUDMMLQ7OJV4UTHXFFVAIA9,A1XYNBFDV59GU2,Submitted,Sun May 05 16:12:41 PDT 2019,Sun May 05 16:17:12 PDT 2019,Sun May 12 16:17:12 PDT 2019,,,,271,0% (0/0),0% (0/0),0% (0/0),MAGIC (Where the Sidewalk Ends),magic,troll,leprechaun,Happy,"Sandra’s seen a leprechaun,",And she's also seen a troll,She has a magic wand,She's on a roll!,about to see how it goes,she might come out at night,to take a flight to midnight,till the lepprechan comes out tonight,,
38DCH97KHHB8GX0H06HE7YVXR8GJQX,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:47 PDT 2019,,,3R5F3LQFV3TXIKQZTIXYU7KA0TJOZM,A1S25NBTJQC64E,Submitted,Mon May 06 05:40:47 PDT 2019,Mon May 06 05:45:44 PDT 2019,Mon May 13 05:45:44 PDT 2019,,,,297,0% (0/0),0% (0/0),0% (0/0),MAGIC (Where the Sidewalk Ends),magic,troll,leprechaun,Happy,"Sandra’s seen a leprechaun,",And she's also seen a troll,She has a magic wand,She's on a roll!,Sandra's seen the Easter Bunny,And she's also seen Santa,She thinks it's very funny,And hopes there's more to encounter,,
